class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,stalk-root-null,cluster
p,x,s,n,f,y,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,d,True,3
p,x,s,e,f,s,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,l,True,3
p,x,s,e,f,y,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,l,True,3
p,x,s,n,f,y,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,d,True,3
p,x,s,n,f,s,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,l,True,3
p,f,s,e,f,y,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,d,True,3
p,f,y,e,f,f,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,d,True,3
p,x,s,n,f,s,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,d,True,3
p,x,s,e,f,f,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,l,True,3
p,f,s,n,f,s,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,l,True,3
p,x,s,n,f,f,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,d,True,3
p,f,s,e,f,y,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,d,True,3
p,k,y,n,f,y,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,p,True,3
p,x,s,n,f,y,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,l,True,3
p,f,y,n,f,y,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,p,True,3
p,k,y,n,f,y,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,p,True,3
p,f,s,e,f,s,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,d,True,3
p,f,s,n,f,f,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,p,True,3
p,x,s,e,f,y,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,d,True,3
p,x,s,n,f,f,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,l,True,3
p,f,y,n,f,y,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,p,True,3
p,f,y,n,f,s,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,p,True,3
p,x,s,e,f,y,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,l,True,3
p,f,y,n,f,y,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,l,True,3
p,x,y,e,f,s,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,p,True,3
p,f,y,n,f,y,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,l,True,3
p,f,y,e,f,s,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,p,True,3
p,x,y,e,f,f,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,l,True,3
p,f,s,e,f,y,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,l,True,3
p,k,s,n,f,s,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,d,True,3
p,x,y,e,f,f,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,p,True,3
p,x,s,n,f,f,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,l,True,3
p,f,s,e,f,s,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,p,True,3
p,f,s,e,f,y,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,p,True,3
e,b,f,g,f,n,f,w,b,p,e,b,s,k,w,w,w,t,p,w,s,g,True,2
p,x,s,n,f,y,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,p,True,3
p,k,s,n,f,s,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,p,True,3
e,b,s,n,f,n,a,c,b,o,e,b,s,s,o,o,n,o,p,y,v,l,True,0
p,f,s,n,f,y,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,d,True,3
p,f,y,n,f,s,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,d,True,3
p,x,y,e,f,s,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,d,True,3
p,x,s,e,f,s,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,d,True,3
p,k,y,c,f,m,a,c,b,w,e,c,k,y,c,c,w,n,n,w,c,d,False,4
p,x,s,e,f,s,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,l,True,3
p,f,s,n,f,s,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,p,True,3
p,x,s,n,f,y,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,l,True,3
p,x,y,e,f,s,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,d,True,3
p,x,s,e,f,f,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,d,True,3
p,f,s,e,f,f,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,l,True,3
p,f,s,n,f,f,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,d,True,3
p,f,s,n,f,s,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,d,True,3
p,f,y,e,f,y,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,p,True,3
p,x,s,e,f,y,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,l,True,3
p,f,y,e,f,s,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,d,True,3
p,f,y,n,f,y,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,l,True,3
p,x,y,e,f,f,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,l,True,3
p,f,y,e,f,s,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,p,True,3
p,f,s,e,f,f,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,l,True,3
p,f,s,e,f,f,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,p,True,3
p,x,s,e,f,y,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,p,True,3
p,x,s,e,f,f,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,d,True,3
p,k,y,e,f,s,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,p,True,3
p,x,y,e,f,f,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,l,True,3
p,x,s,e,f,y,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,d,True,3
p,x,s,n,f,y,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,d,True,3
p,x,s,n,f,s,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,l,True,3
p,f,s,n,f,y,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,d,True,3
p,f,y,n,f,s,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,p,True,3
p,x,s,e,f,s,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,d,True,3
p,k,s,n,f,f,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,p,True,3
p,f,s,n,f,y,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,d,True,3
p,f,y,n,f,f,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,d,True,3
p,f,y,e,f,y,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,p,True,3
p,f,y,e,f,s,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,l,True,3
p,f,y,n,f,f,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,d,True,3
p,x,s,e,f,y,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,l,True,3
p,f,y,n,f,s,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,d,True,3
p,f,s,n,f,s,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,d,True,3
p,f,s,e,f,f,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,p,True,3
p,x,s,n,f,y,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,d,True,3
p,f,y,e,f,f,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,d,True,3
p,k,y,n,f,y,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,l,True,3
p,f,s,n,f,y,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,p,True,3
p,f,y,n,f,f,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,p,True,3
p,f,s,e,f,y,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,l,True,3
p,x,s,n,f,f,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,l,True,3
p,f,s,e,f,f,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,p,True,3
p,x,s,e,f,f,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,d,True,3
p,f,y,e,f,s,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,d,True,3
p,x,s,e,f,y,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,p,True,3
p,f,s,e,f,s,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,p,True,3
p,f,s,n,f,f,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,p,True,3
p,x,s,n,f,y,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,p,True,3
p,x,s,e,f,s,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,d,True,3
p,f,s,e,f,s,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,d,True,3
p,x,s,e,f,f,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,l,True,3
p,x,s,n,f,s,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,l,True,3
p,f,s,e,f,f,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,d,True,3
p,x,y,e,f,s,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,l,True,3
p,x,s,n,f,y,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,p,True,3
p,x,y,e,f,s,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,p,True,3
p,f,s,e,f,y,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,l,True,3
p,x,s,e,f,s,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,d,True,3
p,f,y,n,f,f,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,l,True,3
p,x,s,e,f,f,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,l,True,3
p,x,s,n,f,s,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,l,True,3
p,f,s,e,f,y,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,d,True,3
p,x,s,e,f,s,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,d,True,3
p,f,s,n,f,y,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,l,True,3
p,x,y,e,f,s,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,p,True,3
p,f,y,e,f,y,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,d,True,3
p,x,y,e,f,s,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,p,True,3
p,k,y,n,f,y,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,l,True,3
p,f,y,n,f,y,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,l,True,3
p,x,y,e,f,f,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,l,True,3
p,f,s,n,f,y,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,p,True,3
p,x,s,e,f,s,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,d,True,3
p,f,s,e,f,y,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,d,True,3
e,x,f,g,f,n,f,w,b,g,e,b,k,k,w,w,w,t,p,w,s,g,True,2
p,x,s,e,f,y,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,p,True,3
p,f,s,n,f,f,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,l,True,3
p,f,s,n,f,s,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,p,True,3
p,x,s,e,f,f,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,l,True,3
p,x,s,e,f,y,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,l,True,3
p,x,s,e,f,s,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,l,True,3
p,f,y,e,f,y,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,d,True,3
e,b,f,g,f,n,f,w,b,w,e,b,s,s,w,w,w,t,p,w,s,g,True,2
p,f,y,n,f,s,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,d,True,3
p,f,y,e,f,f,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,d,True,3
p,f,y,n,f,s,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,d,True,3
p,f,s,n,f,f,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,l,True,3
p,f,y,n,f,f,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,d,True,3
p,x,y,e,f,s,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,d,True,3
p,f,y,n,f,s,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,l,True,3
p,x,s,n,f,y,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,d,True,3
p,f,y,e,f,f,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,d,True,3
e,k,f,g,f,n,f,w,b,p,e,b,k,s,w,w,w,t,p,w,s,g,True,2
e,b,s,n,f,n,a,c,b,y,e,b,s,s,o,o,n,o,p,o,c,l,True,0
p,f,s,n,f,s,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,l,True,3
p,x,s,n,f,s,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,p,True,3
p,f,y,n,f,s,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,l,True,3
p,f,s,e,f,s,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,l,True,3
p,f,y,n,f,y,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,l,True,3
p,f,s,n,f,f,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,d,True,3
p,f,y,e,f,y,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,p,True,3
p,f,y,e,f,f,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,l,True,3
p,f,s,n,f,s,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,l,True,3
p,x,s,e,f,y,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,d,True,3
e,x,f,w,f,n,f,w,b,g,e,b,s,k,w,w,w,t,p,w,n,g,True,2
p,f,s,n,f,f,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,p,True,3
p,x,s,e,f,y,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,l,True,3
p,x,s,n,f,y,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,d,True,3
p,x,s,n,f,y,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,l,True,3
p,x,s,n,f,f,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,d,True,3
p,k,y,n,f,y,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,d,True,3
p,f,s,n,f,y,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,p,True,3
p,x,y,e,f,y,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,p,True,3
p,f,s,n,f,y,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,p,True,3
p,f,s,n,f,f,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,d,True,3
p,x,s,n,f,s,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,l,True,3
p,x,s,n,f,f,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,d,True,3
p,x,y,e,f,s,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,l,True,3
p,f,s,e,f,f,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,d,True,3
p,f,s,e,f,s,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,l,True,3
p,f,y,n,f,f,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,p,True,3
p,x,s,e,f,s,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,l,True,3
p,f,s,e,f,s,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,l,True,3
p,f,y,e,f,s,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,d,True,3
p,f,y,e,f,y,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,l,True,3
p,x,y,e,f,s,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,l,True,3
p,f,y,n,f,f,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,l,True,3
p,f,s,n,f,f,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,l,True,3
p,f,s,n,f,y,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,p,True,3
p,k,y,e,f,f,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,l,True,3
p,f,s,e,f,y,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,l,True,3
p,x,s,e,f,s,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,p,True,3
p,x,y,e,f,y,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,p,True,3
p,f,y,e,f,f,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,l,True,3
p,x,y,e,f,s,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,d,True,3
p,f,y,e,f,f,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,l,True,3
p,f,y,n,f,y,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,d,True,3
p,f,y,e,f,y,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,l,True,3
p,x,y,e,f,s,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,p,True,3
p,x,s,e,f,y,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,d,True,3
p,f,s,e,f,f,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,l,True,3
p,f,s,e,f,f,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,p,True,3
p,x,s,e,f,f,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,p,True,3
p,f,s,e,f,y,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,p,True,3
p,f,s,e,f,s,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,p,True,3
p,f,s,n,f,y,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,l,True,3
p,f,y,e,f,f,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,d,True,3
p,f,y,n,f,s,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,p,True,3
p,k,s,e,f,f,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,l,True,3
p,f,s,n,f,y,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,d,True,3
p,f,y,n,f,y,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,p,True,3
p,f,s,e,f,s,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,l,True,3
p,f,y,e,f,y,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,l,True,3
p,x,s,n,f,y,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,p,True,3
p,k,y,n,f,y,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,p,True,3
p,x,y,e,f,s,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,d,True,3
p,x,s,e,f,f,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,l,True,3
e,x,s,g,f,n,f,w,b,w,e,b,k,s,w,w,w,t,p,w,n,g,True,2
p,k,y,n,f,y,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,d,True,3
p,x,s,n,f,y,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,p,True,3
p,f,s,n,f,s,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,p,True,3
p,f,s,n,f,s,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,p,True,3
p,x,s,e,f,s,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,p,True,3
p,f,s,e,f,f,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,l,True,3
p,f,y,e,f,f,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,l,True,3
p,f,y,e,f,f,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,p,True,3
p,f,s,n,f,f,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,l,True,3
p,f,s,e,f,f,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,p,True,3
p,x,s,n,f,f,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,p,True,3
p,f,s,e,f,f,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,l,True,3
p,x,s,e,f,s,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,p,True,3
p,f,s,e,f,y,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,d,True,3
p,f,y,e,f,f,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,p,True,3
p,k,y,e,f,s,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,p,True,3
p,f,s,n,f,s,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,p,True,3
p,k,y,e,f,s,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,d,True,3
p,f,s,e,f,y,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,l,True,3
p,f,y,e,f,s,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,l,True,3
p,f,s,e,f,f,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,l,True,3
e,b,s,n,f,n,a,c,b,n,e,b,s,s,o,o,o,o,p,o,c,l,True,0
p,x,s,n,f,f,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,d,True,3
p,f,y,e,f,s,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,l,True,3
p,f,y,n,f,s,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,d,True,3
p,f,s,e,f,f,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,d,True,3
p,f,y,n,f,f,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,p,True,3
p,k,y,n,f,m,f,c,b,w,e,c,k,y,c,c,w,n,n,w,c,d,False,3
p,x,s,e,f,f,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,p,True,3
p,f,s,e,f,s,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,l,True,3
p,k,y,n,f,y,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,d,True,3
p,f,s,e,f,f,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,p,True,3
e,k,s,w,f,n,f,w,b,g,e,b,k,k,w,w,w,t,p,w,s,g,True,2
p,f,y,n,f,y,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,l,True,3
p,f,y,n,f,y,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,d,True,3
p,f,y,n,f,y,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,p,True,3
p,f,s,n,f,s,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,d,True,3
p,f,s,n,f,y,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,l,True,3
p,f,y,e,f,y,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,p,True,3
p,x,s,e,f,f,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,d,True,3
p,f,y,n,f,f,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,p,True,3
p,x,s,n,f,f,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,p,True,3
p,x,s,e,f,f,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,l,True,3
p,x,s,e,f,y,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,l,True,3
p,f,y,e,f,y,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,d,True,3
p,x,s,n,f,y,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,d,True,3
p,x,s,e,f,s,f,c,n,b,t,b,s,s,w,p,w,o,e,w,v,p,True,3
p,f,s,n,f,f,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,l,True,3
p,x,s,n,f,y,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,l,True,3
p,f,y,e,f,y,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,d,True,3
p,x,s,n,f,f,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,d,True,3
p,f,y,e,f,f,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,l,True,3
p,f,s,e,f,f,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,p,True,3
p,f,y,n,f,f,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,l,True,3
p,f,y,n,f,y,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,d,True,3
p,x,y,e,f,f,f,c,n,b,t,b,k,k,p,w,w,o,e,w,v,d,True,3
e,k,f,g,f,n,f,w,b,w,e,b,k,k,w,w,w,t,p,w,n,g,True,2
p,x,s,e,f,y,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,d,True,3
p,k,y,n,f,y,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,d,True,3
p,k,y,n,f,s,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,d,True,3
p,x,y,e,f,s,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,p,True,3
p,f,s,e,f,f,f,c,n,b,t,b,k,s,w,p,w,o,e,w,v,l,True,3
p,f,s,n,f,s,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,l,True,3
p,f,s,e,f,s,f,c,n,b,t,b,s,k,w,w,w,o,e,w,v,p,True,3
p,x,s,e,f,f,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,p,True,3
p,f,s,n,f,s,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,d,True,3
p,f,y,e,f,s,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,p,True,3
p,x,s,n,f,s,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,l,True,3
p,x,y,e,f,f,f,c,n,b,t,b,s,k,p,p,w,o,e,w,v,p,True,3
p,f,s,e,f,y,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,p,True,3
p,x,s,n,f,y,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,d,True,3
p,f,s,n,f,f,f,c,n,b,t,b,k,s,p,w,w,o,e,w,v,p,True,3
e,x,s,n,f,n,a,c,b,n,e,b,s,s,o,o,o,o,p,y,v,l,True,5
p,k,s,n,f,y,f,c,n,b,t,b,k,k,w,p,w,o,e,w,v,p,True,3
p,f,s,n,f,y,f,c,n,b,t,b,s,s,p,w,w,o,e,w,v,l,True,3
p,k,y,e,f,f,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,p,True,3
e,x,y,c,t,n,f,c,b,w,e,b,s,s,w,w,w,t,p,w,y,p,False,5
e,b,s,n,f,n,a,c,b,n,e,b,s,s,o,o,n,o,p,y,c,l,True,0
e,k,s,g,f,n,f,w,b,w,e,b,s,k,w,w,w,t,p,w,n,g,True,2
e,x,f,g,f,n,f,w,b,g,e,b,s,k,w,w,w,t,p,w,s,g,True,2
p,x,s,n,f,s,f,c,n,b,t,b,s,k,w,p,w,o,e,w,v,d,True,3
p,k,y,e,f,f,f,c,n,b,t,b,s,s,w,w,w,o,e,w,v,p,True,3
e,x,s,n,f,n,a,c,b,o,e,b,s,s,o,o,n,o,p,o,c,l,True,5
p,k,s,e,f,s,f,c,n,b,t,b,k,k,w,w,w,o,e,w,v,d,True,3
p,b,y,y,f,n,f,w,n,y,e,c,y,y,y,y,y,o,e,w,c,l,False,3
p,x,s,e,f,f,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,d,True,3
